Date,UK EQUITY,EUR EQUITY,NA EQUITY,ASIA EQUITY,JPN EQUITY,EM EQUITY,WORLD EQUITY EX UK,ABSOLUTE RETURN,PROPERTY,GILTS,GBP CREDIT,LIBOR,LIBOR PLUS 3,GLOBAL AGG,GLOBAL IG,EM DEBT,GLOBAL HY,GBP NON-GILTS BBB 1-5YRS
31/08/2014,0.021293955,0.021485241,0.052667375,0.021709136,-0.002339476,0.038520565,0.040028082,0.002005767,0.014011847,0.026794747,0.021957715,0.000466358,0.002966358,0.024700187,0.026303057,0.024588114,0.007253089,0.006371971
30/09/2014,-0.028085303,-0.010838707,0.003341183,-0.056018833,0.006662852,-0.056660012,-0.004543103,0.008852374,0.016390385,-0.002858934,-0.003264367,0.000471042,0.002971042,-0.004024864,-0.001158125,-0.002140427,-0.026759725,-0.001638207
31/10/2014,-0.006887964,-0.013473854,0.032224762,0.040562851,-0.002868518,0.024596144,0.022457433,-0.002734619,0.014520836,0.015365118,0.010430998,0.00046115,0.00296115,0.016207665,0.017952425,0.030304631,0.006062803,0.006113527
30/11/2014,0.028764386,0.053556368,0.043803671,0.008155728,0.022452772,0.012236074,0.042953264,0.016908764,0.013079201,0.023782506,0.019425565,0.000460625,0.002960625,0.02201479,0.026372925,0.009345645,-0.00705698,0.007371287
31/12/2014,-0.016134241,-0.055528157,-0.001722835,-0.020709222,-0.004136351,-0.046690051,-0.013679796,-0.002328004,0.015476384,0.012556512,0.008307227,0.00047,0.00297,-0.003278315,-0.003604488,-0.016142175,-0.023037243,0.003685305
31/01/2015,0.025899112,0.038660251,0.003723222,0.05131929,0.057773265,0.042196396,0.017019132,0.020519144,0.008270995,0.029234205,0.031555561,0.000469483,0.002969483,0.038233574,0.040711097,0.040103083,-0.009637222,0.012082125
28/02/2015,0.036551562,0.033916486,0.025749822,0.001516789,0.026916696,0.001799917,0.027543634,0.019399597,0.008500449,-0.029180072,-0.016030289,0.000469742,0.002969742,-0.037262607,-0.033139475,-0.015206303,0.023967015,-0.000653542
31/03/2015,-0.016842068,0.024117298,0.022701377,0.034427236,0.050240139,0.023441758,0.025247647,0.003647277,0.012900583,0.016635637,0.011416865,0.000474692,0.002974692,0.031369345,0.029085962,0.044020836,-0.010932027,0.00493532
30/04/2015,0.029863277,-0.001555854,-0.023419166,0.023070227,0.001647402,0.039888377,-0.014706841,-0.007071332,0.009897107,-0.017044715,-0.012965929,0.000473958,0.002973958,-0.024056412,-0.025071362,-0.013035114,0.024825287,-0.001491791
31/05/2015,0.013429918,-0.015861918,0.014663218,-0.025787893,0.017039005,-0.038345596,0.005105137,0.008714139,0.01229521,0.004242059,0.004682621,0.000472658,0.002972658,-0.012884075,-0.007174052,-0.001246106,0.000377635,0.002403435
30/06/2015,-0.059168887,-0.059106836,-0.051899988,-0.075077673,-0.039312761,-0.06164959,-0.052963078,-0.015835831,0.013560262,-0.013600153,-0.020222831,0.000482083,0.002982083,-0.034820662,-0.041129533,-0.046369468,-0.011104375,-0.006500934
31/07/2015,0.02368261,0.038305887,0.023291944,-0.047693997,0.008966556,-0.068973678,0.023581079,0.00960235,0.011163254,0.010882263,0.011428308,0.000484633,0.002984633,0.010629178,0.010348821,0.010463526,-0.00441439,0.003632496
31/08/2015,-0.054706481,-0.054405016,-0.050014866,-0.092870217,-0.036380744,-0.078488006,-0.051227041,-0.015695923,0.009718827,0.004714099,-0.003900763,0.000489067,0.002989067,0.019417395,0.01305193,0.007220912,-0.015486558,-0.001927813
30/09/2015,-0.027710128,-0.034487674,-0.014724778,-0.012636053,-0.058293217,-0.019086682,-0.024685825,-0.012542374,0.012725307,0.01418434,0.00331416,0.000485942,0.002985942,0.019891161,0.014504086,0.000137473,-0.027653456,-0.004354511
31/10/2015,0.04585558,0.046848097,0.056173535,0.051724871,0.070010385,0.047529088,0.05548689,0.023981965,0.009841517,-0.00801149,-0.000679169,0.000483333,0.002983333,-0.019043048,-0.014607008,0.010551722,0.029492815,0.00407224
30/11/2015,0.005657306,0.009141989,0.025276716,-0.000630513,0.020925853,-0.013393875,0.021945445,0.002603244,0.009180936,0.006560158,0.012470833,0.000475625,0.002975625,0.011439129,0.015886747,0.026399153,-0.020565744,0.006142688
31/12/2015,-0.012772428,-0.001816731,-0.000511605,0.021051207,0.013768203,-0.004845984,0.003165413,-0.009379707,0.011409501,-0.007871419,-0.005602102,0.000491983,0.002991983,0.025457435,0.01715544,0.005065421,-0.021483321,-0.001087029
31/01/2016,-0.03129469,-0.034505829,-0.0157137,-0.046475746,-0.038683842,-0.032114641,-0.027089526,-0.021096557,0.006569815,0.03049744,0.009523129,0.00049115,0.00299115,0.046823502,0.035625798,0.033313372,-0.016701095,0.001025038
29/02/2016,0.007980611,0.001164151,0.015372485,0.010646447,-0.007766121,0.019285001,0.012829398,-0.007459527,0.006040598,0.018550978,-0.00101363,0.000492708,0.002992708,0.041770529,0.02991139,0.042045986,0.003717053,-0.000440572
31/03/2016,0.019189213,0.035001801,0.035470179,0.073182653,0.007147286,0.088501224,0.03088987,-0.004675205,-0.001857109,-0.005397081,0.017676633,0.000490108,0.002990108,-0.009739864,0.002568909,-0.001161949,0.0514703,0.013391161
30/04/2016,0.011310361,-0.001861985,-0.012562105,-0.017646015,0.01872492,-0.011946331,-0.003603081,0.004675205,0.005412364,-0.011239453,0.002424049,0.000492133,0.002992133,-0.006074824,-0.001884109,0.002973526,0.03541802,0.005883163
31/05/2016,0.012280611,-0.010946709,0.015686337,-0.024031342,-0.009301367,-0.040102064,0.003166234,0.01244222,0.005520968,0.010521436,0.008758835,0.000490733,0.002990733,-0.012197628,-0.008486145,-0.003361142,0.002054905,0.002194099
30/06/2016,0.022364246,0.042385321,0.089517401,0.116442012,0.080179265,0.130272918,0.086779218,-0.030150564,0,0.040848331,0.018050805,0.000465317,0.002965317,0.126675612,0.11307721,0.134438996,0.00603455,0.004647331
